,StartTimestamp,DurationHours,GridLoadLevel,UserChargingPreference,PricingTier,ChargingStationAvailability
1491,2024-01-31 10:07:08.051067,3.027380498678859,Low,Fast Charge,Peak,High
1492,2024-01-31 21:07:08.051067,1.7617220889663996,Low,Standard Charge,Off-Peak,High
1493,2024-01-31 17:07:08.051067,3.6969273309866515,Medium,Standard Charge,Mid-Peak,Low
1494,2024-01-31 11:07:08.051067,3.732294799577012,High,Standard Charge,Peak,Medium
1495,2024-01-31 08:07:08.051067,3.617536254285717,Medium,Standard Charge,Mid-Peak,Low
1496,2024-01-31 09:07:08.051067,2.029867769396378,Low,Fast Charge,Mid-Peak,Medium
1497,2024-01-31 02:07:08.051067,2.159860693701069,Medium,Standard Charge,Off-Peak,Low
1498,2024-01-31 10:07:08.051067,3.440635393884958,High,Fast Charge,Mid-Peak,Medium
1499,2024-01-30 23:07:08.051067,1.6783663202836703,Medium,Fast Charge,Off-Peak,High
1500,2024-01-31 17:07:08.051067,1.2402229965486375,Low,Fast Charge,Mid-Peak,Low
1501,2024-01-30 23:07:08.051067,0.9777095180009903,Medium,Fast Charge,Off-Peak,Medium
1502,2024-01-31 22:07:08.051067,1.3325348739201508,Medium,Standard Charge,Off-Peak,Low
1503,2024-01-31 07:07:08.051067,3.1730525963662877,Low,Fast Charge,Mid-Peak,Low
1504,2024-01-31 00:07:08.051067,2.4315142925836564,Medium,Fast Charge,Off-Peak,High
1505,2024-01-31 19:07:08.051067,1.8389605438125542,High,Fast Charge,Off-Peak,Medium
1506,2024-01-31 06:07:08.051067,2.1299916359516264,Low,Standard Charge,Mid-Peak,Low
1507,2024-01-31 08:07:08.051067,2.187139409395365,Medium,Fast Charge,Mid-Peak,High
1508,2024-01-31 05:07:08.051067,0.5461677316212858,Low,Fast Charge,Off-Peak,Medium
1509,2024-01-31 22:07:08.051067,3.544040765119029,High,Fast Charge,Off-Peak,Low
1510,2024-01-31 16:07:08.051067,3.9439528126156183,Medium,Standard Charge,Peak,Low
1511,2024-01-31 08:07:08.051067,3.0596656012671066,High,Standard Charge,Mid-Peak,High
1512,2024-01-31 13:07:08.051067,3.6273430762609657,Medium,Standard Charge,Mid-Peak,Low
1513,2024-01-31 00:07:08.051067,2.5251848729615345,High,Fast Charge,Off-Peak,High
1514,2024-01-31 04:07:08.051067,2.189221021014477,Medium,Fast Charge,Off-Peak,Low
1515,2024-01-31 09:07:08.051067,2.724700667530805,Medium,Fast Charge,Mid-Peak,Low
1516,2024-01-31 17:07:08.051067,1.856770770712001,High,Fast Charge,Mid-Peak,Low
1517,2024-01-31 05:07:08.051067,1.9612913199529676,High,Standard Charge,Off-Peak,Medium
1518,2024-01-31 16:07:08.051067,1.4913642277079566,Low,Standard Charge,Peak,Low
1519,2024-01-31 08:07:08.051067,2.1409089668714314,Medium,Standard Charge,Peak,High
1520,2024-01-31 12:07:08.051067,2.916698501412839,High,Standard Charge,Mid-Peak,Low
1521,2024-01-31 18:07:08.051067,2.7519735630882147,Low,Standard Charge,Peak,Medium
1522,2024-01-31 06:07:08.051067,2.3041030377116165,Low,Standard Charge,Mid-Peak,Medium
1523,2024-01-31 07:07:08.051067,2.1054443078752234,High,Fast Charge,Peak,High
1524,2024-01-31 13:07:08.051067,3.4422633595713705,Low,Fast Charge,Peak,Low
1525,2024-01-31 14:07:08.051067,1.3976508851036589,Low,Fast Charge,Peak,Low
1526,2024-01-31 21:07:08.051067,3.3567741958778647,Low,Fast Charge,Off-Peak,High
1527,2024-01-31 13:07:08.051067,1.9472421991640354,High,Fast Charge,Mid-Peak,Medium
1528,2024-01-31 16:07:08.051067,1.5353047006691711,Low,Fast Charge,Peak,Low
1529,2024-01-31 18:07:08.051067,2.63666061409617,Medium,Standard Charge,Mid-Peak,High
1530,2024-01-31 14:07:08.051067,1.2780937422823389,High,Standard Charge,Mid-Peak,Low
1531,2024-01-31 18:07:08.051067,3.4258064250100957,Medium,Standard Charge,Peak,High
1532,2024-01-31 02:07:08.051067,0.8323768405651062,Low,Fast Charge,Off-Peak,High
1533,2024-01-31 14:07:08.051067,3.7098656685165485,Medium,Fast Charge,Mid-Peak,Low
1534,2024-01-31 15:07:08.051067,3.564272883358608,Low,Standard Charge,Mid-Peak,Medium
1535,2024-01-31 15:07:08.051067,3.8159318118618946,Low,Fast Charge,Peak,High
1536,2024-01-31 13:07:08.051067,3.9403955306910556,Medium,Standard Charge,Mid-Peak,High
1537,2024-01-31 13:07:08.051067,1.4047296231265816,Medium,Standard Charge,Peak,Medium
1538,2024-01-31 02:07:08.051067,3.2052775689401187,High,Standard Charge,Off-Peak,High
1539,2024-01-31 05:07:08.051067,2.618284111457896,High,Standard Charge,Off-Peak,Medium
1540,2024-01-31 07:07:08.051067,2.7798775679108916,High,Standard Charge,Peak,Low
1541,2024-01-31 22:07:08.051067,1.0452955895578213,High,Fast Charge,Off-Peak,High
1542,2024-01-31 06:07:08.051067,3.5724202166364765,Low,Standard Charge,Mid-Peak,Medium
1543,2024-01-31 00:07:08.051067,3.6273913001815106,Low,Standard Charge,Off-Peak,Medium
1544,2024-01-31 19:07:08.051067,1.1668075941466893,Low,Fast Charge,Off-Peak,Medium
1545,2024-01-31 19:07:08.051067,1.9534933066159013,Medium,Standard Charge,Off-Peak,Medium
1546,2024-01-31 20:07:08.051067,1.8058295818818022,Medium,Standard Charge,Off-Peak,Low
1547,2024-01-31 19:07:08.051067,2.2507615285811684,Low,Fast Charge,Off-Peak,High
1548,2024-01-31 16:07:08.051067,1.2216091227209898,High,Standard Charge,Mid-Peak,High
1549,2024-01-31 14:07:08.051067,2.438105689313569,High,Fast Charge,Mid-Peak,High
1550,2024-01-31 01:07:08.051067,3.3397427976132015,Low,Standard Charge,Off-Peak,Medium
1551,2024-01-31 18:07:08.051067,3.447856101074888,High,Standard Charge,Mid-Peak,Medium
1552,2024-01-31 15:07:08.051067,1.434720714613578,High,Fast Charge,Mid-Peak,Medium
1553,2024-01-31 11:07:08.051067,3.025299040037451,High,Fast Charge,Peak,Low
1554,2024-01-31 19:07:08.051067,3.930280574742305,Low,Standard Charge,Off-Peak,Low
1555,2024-01-31 01:07:08.051067,3.8524141035462836,High,Fast Charge,Off-Peak,Medium
1556,2024-01-31 17:07:08.051067,3.282482769439191,Low,Fast Charge,Peak,High
1557,2024-01-31 01:07:08.051067,1.6593723925157873,Medium,Fast Charge,Off-Peak,High
1558,2024-01-31 18:07:08.051067,2.595687274852398,Medium,Standard Charge,Peak,Low
1559,2024-01-31 01:07:08.051067,0.7471387697208709,High,Fast Charge,Off-Peak,High
1560,2024-01-31 14:07:08.051067,3.059858411361754,High,Standard Charge,Mid-Peak,High
1561,2024-01-31 12:07:08.051067,3.173634079476308,Medium,Standard Charge,Peak,Medium
1562,2024-01-31 04:07:08.051067,1.1024005924627969,Low,Fast Charge,Off-Peak,Medium
1563,2024-01-31 18:07:08.051067,2.8071358478088615,Low,Standard Charge,Mid-Peak,High
1564,2024-01-31 03:07:08.051067,1.9897637292214625,Medium,Fast Charge,Off-Peak,High
1565,2024-01-31 14:07:08.051067,1.813031160981979,Low,Standard Charge,Peak,Low
1566,2024-01-30 23:07:08.051067,3.363234380903041,High,Standard Charge,Off-Peak,Medium
1567,2024-01-31 02:07:08.051067,2.837148362874282,Medium,Fast Charge,Off-Peak,Medium
1568,2024-01-31 13:07:08.051067,3.411318590292945,Medium,Standard Charge,Mid-Peak,Medium
1569,2024-01-31 11:07:08.051067,3.895866426537196,Low,Standard Charge,Mid-Peak,High
1570,2024-01-31 08:07:08.051067,2.8196896339241393,Low,Fast Charge,Peak,Low
1571,2024-01-31 01:07:08.051067,2.681854067793084,High,Fast Charge,Off-Peak,Medium
1572,2024-01-31 05:07:08.051067,3.0225505161654254,Low,Fast Charge,Off-Peak,Medium
1573,2024-01-31 05:07:08.051067,3.2775225359477864,Low,Standard Charge,Off-Peak,High
1574,2024-01-31 06:07:08.051067,1.3186999467534328,Medium,Standard Charge,Peak,Low
1575,2024-01-31 14:07:08.051067,1.7053770983627614,Medium,Fast Charge,Mid-Peak,High
1576,2024-01-31 17:07:08.051067,3.0845288634057924,Medium,Fast Charge,Peak,Medium
1577,2024-01-31 05:07:08.051067,2.226546314152136,Low,Fast Charge,Off-Peak,High
1578,2024-01-31 11:07:08.051067,2.4272364839360865,Low,Fast Charge,Peak,Medium
1579,2024-01-31 00:07:08.051067,2.2918088401464294,Medium,Standard Charge,Off-Peak,Medium
1580,2024-01-31 04:07:08.051067,3.0271863770607093,Low,Fast Charge,Off-Peak,Medium
1581,2024-01-31 03:07:08.051067,2.2579733765444177,Medium,Standard Charge,Off-Peak,High
1582,2024-01-31 20:07:08.051067,0.8274764636971328,High,Fast Charge,Off-Peak,High
1583,2024-01-31 11:07:08.051067,2.181618758754828,High,Standard Charge,Mid-Peak,Medium
1584,2024-01-31 02:07:08.051067,1.7642442546447326,High,Standard Charge,Off-Peak,High
1585,2024-01-31 20:07:08.051067,0.8604637940585311,Medium,Fast Charge,Off-Peak,Medium
1586,2024-01-31 21:07:08.051067,1.9602620661976107,Low,Standard Charge,Off-Peak,Medium
1587,2024-01-31 14:07:08.051067,1.6790451592522666,High,Standard Charge,Peak,High
1588,2024-01-31 13:07:08.051067,1.9200710243467491,Medium,Standard Charge,Peak,High
1589,2024-01-31 02:07:08.051067,3.851493113763078,Medium,Standard Charge,Off-Peak,Medium
1590,2024-01-31 10:07:08.051067,3.9398560319045384,Low,Standard Charge,Peak,Low
1591,2024-01-31 21:07:08.051067,2.2023922260296094,High,Standard Charge,Off-Peak,High
1592,2024-01-31 16:07:08.051067,3.533636444300154,Low,Standard Charge,Peak,Low
1593,2024-01-31 21:07:08.051067,2.2893969981665174,Medium,Standard Charge,Off-Peak,High
1594,2024-01-31 11:07:08.051067,2.0079503876049376,Low,Standard Charge,Mid-Peak,Medium
1595,2024-01-31 05:07:08.051067,3.130726921224459,Low,Standard Charge,Off-Peak,Medium
1596,2024-01-31 22:07:08.051067,2.4431458889786684,Low,Fast Charge,Off-Peak,Low
1597,2024-01-31 21:07:08.051067,0.9705687724053064,Medium,Fast Charge,Off-Peak,Medium
1598,2024-01-31 16:07:08.051067,3.475672429211859,High,Standard Charge,Peak,Low
1599,2024-01-31 21:07:08.051067,0.7635644651507718,Low,Fast Charge,Off-Peak,Medium
1600,2024-01-31 14:07:08.051067,2.1320683323507916,Low,Fast Charge,Mid-Peak,Low
1601,2024-01-31 00:07:08.051067,3.9827796536134565,High,Fast Charge,Off-Peak,High
1602,2024-01-31 20:07:08.051067,1.5190725802217595,High,Standard Charge,Off-Peak,Low
1603,2024-01-31 06:07:08.051067,1.8247336618334953,Medium,Standard Charge,Peak,High
1604,2024-01-31 02:07:08.051067,0.7987571695689238,Low,Standard Charge,Off-Peak,Medium
1605,2024-01-31 12:07:08.051067,0.6813438672565499,Medium,Fast Charge,Mid-Peak,Medium
1606,2024-01-31 21:07:08.051067,1.3149525189657838,Low,Fast Charge,Off-Peak,Low
1607,2024-01-30 23:07:08.051067,3.8199537035148037,Low,Fast Charge,Off-Peak,High
1608,2024-01-31 10:07:08.051067,2.890957579433218,Medium,Standard Charge,Peak,High
1609,2024-01-31 07:07:08.051067,0.5364481984841141,High,Standard Charge,Mid-Peak,Low
1610,2024-01-31 13:07:08.051067,3.1196894024703727,Medium,Standard Charge,Mid-Peak,Low
1611,2024-01-31 07:07:08.051067,1.9071921411628328,Medium,Fast Charge,Peak,High
1612,2024-01-31 21:07:08.051067,0.5617416297844264,High,Standard Charge,Off-Peak,Low
1613,2024-01-31 01:07:08.051067,3.9778212285032377,Medium,Fast Charge,Off-Peak,Medium
1614,2024-01-31 09:07:08.051067,2.3719014893055967,High,Standard Charge,Mid-Peak,Low
1615,2024-01-31 21:07:08.051067,2.1191227634258114,Medium,Standard Charge,Off-Peak,Low
1616,2024-01-30 23:07:08.051067,1.470997090577098,High,Standard Charge,Off-Peak,Low
1617,2024-01-31 10:07:08.051067,0.592508528450159,Low,Standard Charge,Mid-Peak,Low
1618,2024-01-31 05:07:08.051067,1.1987750089019946,High,Fast Charge,Off-Peak,High
1619,2024-01-31 10:07:08.051067,2.4631450961509977,Low,Standard Charge,Peak,High
1620,2024-01-31 02:07:08.051067,2.6230601552662227,Low,Fast Charge,Off-Peak,Medium
1621,2024-01-31 11:07:08.051067,3.7463238755597232,Low,Standard Charge,Mid-Peak,Medium
1622,2024-01-31 09:07:08.051067,3.7861986664548795,Low,Fast Charge,Peak,High
1623,2024-01-31 13:07:08.051067,3.7923059895006648,High,Standard Charge,Peak,Low
1624,2024-01-31 12:07:08.051067,3.5837514880725823,Medium,Standard Charge,Peak,Medium
1625,2024-01-31 02:07:08.051067,2.5664422465284575,Low,Standard Charge,Off-Peak,Medium
1626,2024-01-31 12:07:08.051067,1.2193667513127333,High,Standard Charge,Peak,High
1627,2024-01-31 08:07:08.051067,3.9143206968082906,Low,Fast Charge,Peak,High
1628,2024-01-31 09:07:08.051067,3.4228346611172236,Low,Fast Charge,Peak,Medium
1629,2024-01-31 11:07:08.051067,2.8576950625567386,High,Standard Charge,Mid-Peak,Low
1630,2024-01-31 05:07:08.051067,2.368016566184558,Low,Standard Charge,Off-Peak,Low
1631,2024-01-31 01:07:08.051067,3.942701797880091,Low,Fast Charge,Off-Peak,Low
1632,2024-01-31 10:07:08.051067,0.828234082053674,Medium,Standard Charge,Peak,High
1633,2024-01-31 11:07:08.051067,1.579623578335189,High,Fast Charge,Peak,Medium
1634,2024-01-31 20:07:08.051067,3.2603039369976092,Medium,Fast Charge,Off-Peak,High
1635,2024-01-31 22:07:08.051067,3.0956574856178625,Medium,Fast Charge,Off-Peak,Low
1636,2024-01-31 01:07:08.051067,2.415038513475359,Low,Standard Charge,Off-Peak,Medium
1637,2024-01-31 11:07:08.051067,0.6424163625425021,Medium,Standard Charge,Mid-Peak,Medium
1638,2024-01-31 05:07:08.051067,2.5294563014535747,Medium,Fast Charge,Off-Peak,Medium
1639,2024-01-31 10:07:08.051067,1.334276626253131,Medium,Standard Charge,Peak,Low
1640,2024-01-31 15:07:08.051067,3.175897087397323,Low,Fast Charge,Peak,Low
1641,2024-01-31 16:07:08.051067,1.9165385586988404,Low,Fast Charge,Peak,High
1642,2024-01-31 02:07:08.051067,1.4455720620698593,Low,Fast Charge,Off-Peak,Medium
1643,2024-01-31 18:07:08.051067,3.3159629791261334,Low,Fast Charge,Mid-Peak,High
1644,2024-01-31 02:07:08.051067,3.8120639136672887,High,Fast Charge,Off-Peak,High
1645,2024-01-31 08:07:08.051067,1.4120419109413234,Medium,Standard Charge,Mid-Peak,Medium
1646,2024-01-31 17:07:08.051067,0.7305904384820634,High,Fast Charge,Peak,Medium
1647,2024-01-31 04:07:08.051067,1.978160441271932,Medium,Fast Charge,Off-Peak,High
1648,2024-01-31 03:07:08.051067,1.8211180918409586,High,Fast Charge,Off-Peak,Low
1649,2024-01-31 21:07:08.051067,3.3326018049248507,Low,Fast Charge,Off-Peak,Low
1650,2024-01-31 06:07:08.051067,3.264392365038961,Medium,Standard Charge,Peak,Low
1651,2024-01-31 10:07:08.051067,1.8674397258866677,High,Standard Charge,Mid-Peak,Low
1652,2024-01-31 06:07:08.051067,1.5150100123199688,Low,Fast Charge,Mid-Peak,Low
1653,2024-01-31 20:07:08.051067,1.5767526008493093,Medium,Fast Charge,Off-Peak,Low
1654,2024-01-31 20:07:08.051067,1.162106736787253,High,Fast Charge,Off-Peak,Medium
1655,2024-01-31 18:07:08.051067,2.1162530983706573,High,Fast Charge,Mid-Peak,Low
1656,2024-01-31 07:07:08.051067,3.967642303652566,Low,Standard Charge,Peak,Medium
1657,2024-01-31 14:07:08.051067,2.269716835553765,Medium,Standard Charge,Peak,Medium
1658,2024-01-31 01:07:08.051067,3.413565089129103,Low,Fast Charge,Off-Peak,Low
1659,2024-01-31 22:07:08.051067,2.034023490574917,High,Fast Charge,Off-Peak,High
1660,2024-01-31 03:07:08.051067,2.754037539977669,Low,Standard Charge,Off-Peak,High
1661,2024-01-31 10:07:08.051067,1.2758204962645125,High,Fast Charge,Mid-Peak,Low
1662,2024-01-31 15:07:08.051067,2.663665232597862,Medium,Fast Charge,Peak,Low
1663,2024-01-31 05:07:08.051067,1.582389333617419,High,Fast Charge,Off-Peak,High
1664,2024-01-31 02:07:08.051067,2.0525892255846387,High,Fast Charge,Off-Peak,Low
1665,2024-01-31 00:07:08.051067,1.5664884804011783,Medium,Fast Charge,Off-Peak,High
1666,2024-01-31 20:07:08.051067,1.5745180201660853,Medium,Standard Charge,Off-Peak,Medium
1667,2024-01-31 01:07:08.051067,0.7043761108177424,Low,Standard Charge,Off-Peak,High
1668,2024-01-31 14:07:08.051067,1.6579508606612101,Low,Fast Charge,Mid-Peak,Medium
1669,2024-01-31 13:07:08.051067,3.5964927605600883,Low,Standard Charge,Peak,Medium
1670,2024-01-31 08:07:08.051067,2.0852723928131756,Medium,Standard Charge,Peak,High
1671,2024-01-31 19:07:08.051067,2.939776632845556,Low,Standard Charge,Off-Peak,Low
1672,2024-01-31 09:07:08.051067,2.2362618047908196,Low,Fast Charge,Peak,Medium
1673,2024-01-31 01:07:08.051067,3.16398174278029,Medium,Standard Charge,Off-Peak,Medium
1674,2024-01-31 21:07:08.051067,2.5274710734941723,Low,Standard Charge,Off-Peak,High
1675,2024-01-31 05:07:08.051067,1.715679418384078,Low,Fast Charge,Off-Peak,Medium
1676,2024-01-31 20:07:08.051067,3.0290651706189378,Low,Fast Charge,Off-Peak,Medium
1677,2024-01-31 17:07:08.051067,2.752963075606851,High,Standard Charge,Mid-Peak,Medium
1678,2024-01-31 12:07:08.051067,3.010701976341866,Medium,Standard Charge,Peak,High
1679,2024-01-31 10:07:08.051067,2.1707377847865965,Medium,Standard Charge,Peak,High
1680,2024-01-31 14:07:08.051067,0.8567925300983797,High,Standard Charge,Peak,Low
1681,2024-01-31 11:07:08.051067,3.176591226087673,Medium,Standard Charge,Mid-Peak,High
1682,2024-01-31 12:07:08.051067,3.0929782529386425,Medium,Fast Charge,Peak,High
1683,2024-01-31 08:07:08.051067,1.3501221276138182,Low,Fast Charge,Mid-Peak,High
1684,2024-01-31 06:07:08.051067,1.0002541162060843,Low,Standard Charge,Mid-Peak,High
1685,2024-01-31 08:07:08.051067,1.8006556521738313,Low,Standard Charge,Mid-Peak,Medium
1686,2024-01-31 01:07:08.051067,2.6093011609842023,High,Fast Charge,Off-Peak,Medium
1687,2024-01-31 10:07:08.051067,1.8137368402764327,High,Fast Charge,Mid-Peak,Low
1688,2024-01-31 11:07:08.051067,0.731721595629204,Low,Standard Charge,Peak,Medium
1689,2024-01-31 16:07:08.051067,2.296768944561364,High,Fast Charge,Mid-Peak,High
1690,2024-01-31 11:07:08.051067,2.7871380083538786,High,Fast Charge,Peak,Medium
1691,2024-01-31 02:07:08.051067,2.1896178366775665,High,Fast Charge,Off-Peak,Low
1692,2024-01-31 07:07:08.051067,2.057394286397925,Low,Standard Charge,Mid-Peak,High
1693,2024-01-31 01:07:08.051067,2.8397303669889977,Medium,Fast Charge,Off-Peak,Low
1694,2024-01-31 14:07:08.051067,2.206283185098378,High,Standard Charge,Peak,High
1695,2024-01-31 03:07:08.051067,1.7727441456250708,Medium,Standard Charge,Off-Peak,High
1696,2024-01-31 03:07:08.051067,3.309379580014168,Medium,Standard Charge,Off-Peak,Low
1697,2024-01-31 22:07:08.051067,1.9618601688280537,High,Standard Charge,Off-Peak,Low
1698,2024-01-31 12:07:08.051067,1.9744738113431226,Medium,Fast Charge,Peak,High
1699,2024-01-31 11:07:08.051067,0.5805676950486243,High,Fast Charge,Mid-Peak,High
1700,2024-01-31 21:07:08.051067,3.573798315436317,High,Fast Charge,Off-Peak,Low
1701,2024-01-31 17:07:08.051067,3.6334411486305247,Medium,Fast Charge,Mid-Peak,Medium
1702,2024-01-30 23:07:08.051067,0.9703951029540281,Medium,Fast Charge,Off-Peak,Low
1703,2024-01-31 11:07:08.051067,1.7749566424529153,Low,Standard Charge,Peak,High
1704,2024-01-31 01:07:08.051067,0.8334358814595777,Low,Fast Charge,Off-Peak,High
1705,2024-01-31 20:07:08.051067,2.951762148407555,Low,Fast Charge,Off-Peak,High
1706,2024-01-31 14:07:08.051067,1.3632876165934897,Low,Fast Charge,Peak,Medium
1707,2024-01-30 23:07:08.051067,1.6346118118566966,High,Fast Charge,Off-Peak,High
1708,2024-01-31 07:07:08.051067,2.500739012656932,High,Fast Charge,Mid-Peak,Medium
1709,2024-01-30 23:07:08.051067,3.366019287118137,Low,Fast Charge,Off-Peak,Low
1710,2024-01-31 18:07:08.051067,3.9396235196613425,High,Fast Charge,Mid-Peak,High
1711,2024-01-31 21:07:08.051067,0.5659716073870336,High,Fast Charge,Off-Peak,Medium
1712,2024-01-31 05:07:08.051067,2.1945093764306662,Medium,Fast Charge,Off-Peak,High
1713,2024-01-31 02:07:08.051067,1.6268194155774225,Low,Fast Charge,Off-Peak,High
1714,2024-01-31 14:07:08.051067,3.5200637593045663,High,Standard Charge,Peak,Medium
1715,2024-01-31 09:07:08.051067,1.4149915022532285,High,Standard Charge,Mid-Peak,Medium
1716,2024-01-31 18:07:08.051067,1.453790567835837,Low,Standard Charge,Peak,Medium
1717,2024-01-31 02:07:08.051067,2.2594545883395303,Low,Standard Charge,Off-Peak,High
1718,2024-01-31 01:07:08.051067,3.621723035851214,High,Fast Charge,Off-Peak,High
1719,2024-01-31 15:07:08.051067,3.13041801853087,Low,Standard Charge,Mid-Peak,High
1720,2024-01-31 05:07:08.051067,2.884313189314877,Low,Standard Charge,Off-Peak,High
1721,2024-01-31 11:07:08.051067,2.452240963689762,Medium,Standard Charge,Peak,Low
1722,2024-01-31 15:07:08.051067,3.6504781838691738,Medium,Fast Charge,Mid-Peak,Low
1723,2024-01-31 10:07:08.051067,0.6278520772408213,High,Standard Charge,Peak,Low
1724,2024-01-31 16:07:08.051067,2.0710590839638563,Low,Standard Charge,Mid-Peak,Medium
1725,2024-01-31 18:07:08.051067,2.1642692092740665,Low,Standard Charge,Peak,High
1726,2024-01-31 10:07:08.051067,3.6997153765132853,Low,Fast Charge,Peak,Low
1727,2024-01-31 12:07:08.051067,3.9666985363321325,Low,Fast Charge,Peak,Medium
1728,2024-01-31 04:07:08.051067,1.0027776164039992,Low,Fast Charge,Off-Peak,Medium
1729,2024-01-31 18:07:08.051067,1.0011100736846277,Medium,Standard Charge,Peak,Low
1730,2024-01-31 14:07:08.051067,1.276606770636951,Low,Fast Charge,Peak,Medium
1731,2024-01-31 11:07:08.051067,1.5310744338639426,Medium,Standard Charge,Mid-Peak,High
1732,2024-01-31 10:07:08.051067,1.3102372401973994,High,Fast Charge,Peak,High
1733,2024-01-31 22:07:08.051067,3.9202348643186906,High,Fast Charge,Off-Peak,High
1734,2024-01-31 21:07:08.051067,3.3453525373002777,Medium,Standard Charge,Off-Peak,Medium
1735,2024-01-31 20:07:08.051067,3.9844881029405967,Medium,Fast Charge,Off-Peak,Medium
1736,2024-01-30 23:07:08.051067,2.604832964910326,High,Standard Charge,Off-Peak,Low
1737,2024-01-31 00:07:08.051067,3.1292045453313753,High,Standard Charge,Off-Peak,Medium
1738,2024-01-31 11:07:08.051067,2.151905959946081,High,Standard Charge,Peak,Medium
1739,2024-01-31 03:07:08.051067,2.7834141461128694,Low,Fast Charge,Off-Peak,High
1740,2024-01-31 06:07:08.051067,2.5311351610594612,Medium,Fast Charge,Mid-Peak,Low
1741,2024-01-31 15:07:08.051067,1.402600624448934,Low,Fast Charge,Peak,High
1742,2024-01-31 04:07:08.051067,1.7062062967080232,High,Standard Charge,Off-Peak,Medium
1743,2024-01-31 08:07:08.051067,1.1606427555788688,Low,Standard Charge,Peak,Low
1744,2024-01-31 18:07:08.051067,3.341643311231773,Low,Standard Charge,Mid-Peak,High
1745,2024-01-31 05:07:08.051067,2.553905169358923,Low,Standard Charge,Off-Peak,Low
1746,2024-01-31 00:07:08.051067,3.8779828549348023,High,Fast Charge,Off-Peak,High
1747,2024-01-31 20:07:08.051067,1.1404072087068127,Low,Fast Charge,Off-Peak,High
1748,2024-01-31 06:07:08.051067,2.055785313071106,High,Standard Charge,Peak,High
1749,2024-01-31 13:07:08.051067,0.9320826307478132,Low,Fast Charge,Peak,High
1750,2024-01-31 17:07:08.051067,2.3563541454120482,High,Standard Charge,Mid-Peak,High
1751,2024-01-31 16:07:08.051067,3.757698950586654,High,Standard Charge,Mid-Peak,High
1752,2024-01-31 21:07:08.051067,0.5602770568163316,Low,Fast Charge,Off-Peak,Medium
1753,2024-01-31 14:07:08.051067,3.6596215827228016,High,Fast Charge,Mid-Peak,Low
1754,2024-01-31 02:07:08.051067,2.1525276106655795,Medium,Fast Charge,Off-Peak,Medium
1755,2024-01-31 02:07:08.051067,3.7215935007916956,Low,Fast Charge,Off-Peak,Medium
1756,2024-01-31 15:07:08.051067,3.801039591718655,High,Standard Charge,Mid-Peak,Medium
1757,2024-01-31 09:07:08.051067,1.538237483957285,Low,Fast Charge,Peak,Low
1758,2024-01-31 21:07:08.051067,1.4057098397442374,Low,Standard Charge,Off-Peak,Low
1759,2024-01-31 07:07:08.051067,0.8002347371434175,High,Standard Charge,Mid-Peak,Low
1760,2024-01-31 03:07:08.051067,0.7684690170699979,Low,Standard Charge,Off-Peak,Medium
1761,2024-01-31 12:07:08.051067,2.4032722123634955,Medium,Fast Charge,Peak,High
1762,2024-01-31 06:07:08.051067,3.00554727477234,Medium,Fast Charge,Peak,Low
1763,2024-01-31 20:07:08.051067,3.0643778890266655,High,Standard Charge,Off-Peak,Low
1764,2024-01-31 01:07:08.051067,2.5958570010639,High,Standard Charge,Off-Peak,High
1765,2024-01-31 21:07:08.051067,3.112375805508882,Medium,Standard Charge,Off-Peak,High
1766,2024-01-31 03:07:08.051067,2.2669188038254897,Low,Standard Charge,Off-Peak,Medium
1767,2024-01-31 13:07:08.051067,3.4496801351398205,Low,Standard Charge,Peak,Low
1768,2024-01-31 09:07:08.051067,2.5956003488216357,Medium,Fast Charge,Mid-Peak,Low
1769,2024-01-31 03:07:08.051067,0.6051251758017762,Medium,Standard Charge,Off-Peak,High
1770,2024-01-31 03:07:08.051067,0.8194625159323528,High,Standard Charge,Off-Peak,Medium
1771,2024-01-31 17:07:08.051067,1.3834644355639014,High,Fast Charge,Peak,Medium
1772,2024-01-31 07:07:08.051067,0.8434179466133613,Medium,Fast Charge,Peak,Low
1773,2024-01-31 14:07:08.051067,2.635898667707182,Low,Fast Charge,Mid-Peak,Medium
1774,2024-01-31 02:07:08.051067,1.5529784559015694,Low,Fast Charge,Off-Peak,Low
1775,2024-01-31 09:07:08.051067,1.0463744404755033,High,Standard Charge,Mid-Peak,High
1776,2024-01-31 08:07:08.051067,3.335850350296427,Low,Standard Charge,Peak,High
1777,2024-01-31 18:07:08.051067,1.0092808739979646,High,Standard Charge,Mid-Peak,High
1778,2024-01-31 09:07:08.051067,2.258593888932215,Medium,Fast Charge,Peak,High
1779,2024-01-31 07:07:08.051067,3.99331589042097,High,Standard Charge,Mid-Peak,Medium
1780,2024-01-31 16:07:08.051067,2.6208992599261833,Low,Fast Charge,Mid-Peak,High
1781,2024-01-31 05:07:08.051067,2.1139810381513415,Medium,Standard Charge,Off-Peak,Medium
1782,2024-01-30 23:07:08.051067,2.305684778507883,Low,Standard Charge,Off-Peak,Medium
1783,2024-01-31 21:07:08.051067,0.7400013239957061,Low,Fast Charge,Off-Peak,Low
1784,2024-01-31 07:07:08.051067,1.0115426800960945,Medium,Standard Charge,Peak,Medium
1785,2024-01-30 23:07:08.051067,1.6102992198695878,Low,Fast Charge,Off-Peak,Low
1786,2024-01-31 11:07:08.051067,1.8535392391831111,Medium,Standard Charge,Mid-Peak,High
